Date,Year,Month,ET,GPP,LAI,
3/30/2010,2010,3,0.3,1.2,0.3,
3/31/2010,2010,3,0.3,1.2,0.3,
4/1/2010,2010,4,0.3,1.2,0.3,
4/2/2010,2010,4,0.3,1.2,0.3,
4/3/2010,2010,4,0.3,1.2,0.3,
4/4/2010,2010,4,0.3,1.2,0.3,
4/5/2010,2010,4,0.3,1.2,0.3,
4/6/2010,2010,4,0.3,1.2,0.3,
4/7/2010,2010,4,0.3,1.4,0.5,
4/8/2010,2010,4,0.3,1.4,0.5,
4/9/2010,2010,4,0.3,1.4,0.5,
4/10/2010,2010,4,0.3,1.4,0.5,
4/11/2010,2010,4,0.3,1.4,0.5,
4/12/2010,2010,4,0.3,1.4,0.5,
4/13/2010,2010,4,0.3,1.4,0.5,
4/14/2010,2010,4,0.3,1.4,0.5,
4/15/2010,2010,4,0.3,1.2,0.3,
4/16/2010,2010,4,0.3,1.2,0.3,
4/17/2010,2010,4,0.3,1.2,0.3,
4/18/2010,2010,4,0.3,1.2,0.3,
4/19/2010,2010,4,0.3,1.2,0.3,
4/20/2010,2010,4,0.3,1.2,0.3,
4/21/2010,2010,4,0.3,1.2,0.3,
4/22/2010,2010,4,0.3,1.2,0.3,
4/23/2010,2010,4,0.2,1.3,0.3,
4/24/2010,2010,4,0.2,1.3,0.3,
4/25/2010,2010,4,0.2,1.3,0.3,
4/26/2010,2010,4,0.2,1.3,0.3,
4/27/2010,2010,4,0.2,1.3,0.3,
4/28/2010,2010,4,0.2,1.3,0.3,
4/29/2010,2010,4,0.2,1.3,0.3,
4/30/2010,2010,4,0.2,1.3,0.3,
5/1/2010,2010,5,0.4,1.2,0.3,
5/2/2010,2010,5,0.4,1.2,0.3,
5/3/2010,2010,5,0.4,1.2,0.3,
5/4/2010,2010,5,0.4,1.2,0.3,
5/5/2010,2010,5,0.4,1.2,0.3,
5/6/2010,2010,5,0.4,1.2,0.3,
5/7/2010,2010,5,0.4,1.2,0.3,
5/8/2010,2010,5,0.4,1.2,0.3,
5/9/2010,2010,5,0.4,0.9,0.3,
5/10/2010,2010,5,0.4,0.9,0.3,
5/11/2010,2010,5,0.4,0.9,0.3,
5/12/2010,2010,5,0.4,0.9,0.3,
5/13/2010,2010,5,0.4,0.9,0.3,
5/14/2010,2010,5,0.4,0.9,0.3,
5/15/2010,2010,5,0.4,0.9,0.3,
5/16/2010,2010,5,0.4,0.9,0.3,
5/17/2010,2010,5,0.3,0.5,0.2,
5/18/2010,2010,5,0.3,0.5,0.2,
5/19/2010,2010,5,0.3,0.5,0.2,
5/20/2010,2010,5,0.3,0.5,0.2,
5/21/2010,2010,5,0.3,0.5,0.2,
5/22/2010,2010,5,0.3,0.5,0.2,
5/23/2010,2010,5,0.3,0.5,0.2,
5/24/2010,2010,5,0.3,0.5,0.2,
5/25/2010,2010,5,0.4,0.6,0.3,
5/26/2010,2010,5,0.4,0.6,0.3,
5/27/2010,2010,5,0.4,0.6,0.3,
5/28/2010,2010,5,0.4,0.6,0.3,
5/29/2010,2010,5,0.4,0.6,0.3,
5/30/2010,2010,5,0.4,0.6,0.3,
5/31/2010,2010,5,0.4,0.6,0.3,
6/1/2010,2010,6,0.4,0.6,0.3,
6/2/2010,2010,6,0.2,0.7,0.3,
6/3/2010,2010,6,0.2,0.7,0.3,
6/4/2010,2010,6,0.2,0.7,0.3,
6/5/2010,2010,6,0.2,0.7,0.3,
6/6/2010,2010,6,0.2,0.7,0.3,
6/7/2010,2010,6,0.2,0.7,0.3,
6/8/2010,2010,6,0.2,0.7,0.3,
6/9/2010,2010,6,0.2,0.7,0.3,
6/10/2010,2010,6,0.6,0.7,0.2,
6/11/2010,2010,6,0.6,0.7,0.2,
6/12/2010,2010,6,0.6,0.7,0.2,
6/13/2010,2010,6,0.6,0.7,0.2,
6/14/2010,2010,6,0.6,0.7,0.2,
6/15/2010,2010,6,0.6,0.7,0.2,
6/16/2010,2010,6,0.6,0.7,0.2,
6/17/2010,2010,6,0.6,0.7,0.2,
6/18/2010,2010,6,0.5,0.7,0.3,
6/19/2010,2010,6,0.5,0.7,0.3,
6/20/2010,2010,6,0.5,0.7,0.3,
6/21/2010,2010,6,0.5,0.7,0.3,
6/22/2010,2010,6,0.5,0.7,0.3,
6/23/2010,2010,6,0.5,0.7,0.3,
6/24/2010,2010,6,0.5,0.7,0.3,
6/25/2010,2010,6,0.5,0.7,0.3,
6/26/2010,2010,6,0.7,2,0.8,
6/27/2010,2010,6,0.7,2,0.8,
6/28/2010,2010,6,0.7,2,0.8,
6/29/2010,2010,6,0.7,2,0.8,
6/30/2010,2010,6,0.7,2,0.8,
7/1/2010,2010,7,0.7,2,0.8,
7/2/2010,2010,7,0.7,2,0.8,
7/3/2010,2010,7,0.7,2,0.8,
7/4/2010,2010,7,0.6,0.8,0.3,
7/5/2010,2010,7,0.6,0.8,0.3,
7/6/2010,2010,7,0.6,0.8,0.3,
7/7/2010,2010,7,0.6,0.8,0.3,
7/8/2010,2010,7,0.6,0.8,0.3,
7/9/2010,2010,7,0.6,0.8,0.3,
7/10/2010,2010,7,0.6,0.8,0.3,
7/11/2010,2010,7,0.6,0.8,0.3,
7/12/2010,2010,7,0.4,0.8,0.3,
7/13/2010,2010,7,0.4,0.8,0.3,
7/14/2010,2010,7,0.4,0.8,0.3,
7/15/2010,2010,7,0.4,0.8,0.3,
7/16/2010,2010,7,0.4,0.8,0.3,
7/17/2010,2010,7,0.4,0.8,0.3,
7/18/2010,2010,7,0.4,0.8,0.3,
7/19/2010,2010,7,0.4,0.8,0.3,
7/20/2010,2010,7,0.6,0.7,0.3,
7/21/2010,2010,7,0.6,0.7,0.3,
7/22/2010,2010,7,0.6,0.7,0.3,
7/23/2010,2010,7,0.6,0.7,0.3,
7/24/2010,2010,7,0.6,0.7,0.3,
7/25/2010,2010,7,0.6,0.7,0.3,
7/26/2010,2010,7,0.6,0.7,0.3,
7/27/2010,2010,7,0.6,0.7,0.3,
7/28/2010,2010,7,0.6,0.9,0.3,
7/29/2010,2010,7,0.6,0.9,0.3,
7/30/2010,2010,7,0.6,0.9,0.3,
7/31/2010,2010,7,0.6,0.9,0.3,
8/1/2010,2010,8,0.6,0.9,0.3,
8/2/2010,2010,8,0.6,0.9,0.3,
8/3/2010,2010,8,0.6,0.9,0.3,
8/4/2010,2010,8,0.6,0.9,0.3,
8/5/2010,2010,8,0.6,1.4,0.5,
8/6/2010,2010,8,0.6,1.4,0.5,
8/7/2010,2010,8,0.6,1.4,0.5,
8/8/2010,2010,8,0.6,1.4,0.5,
8/9/2010,2010,8,0.6,1.4,0.5,
8/10/2010,2010,8,0.6,1.4,0.5,
8/11/2010,2010,8,0.6,1.4,0.5,
8/12/2010,2010,8,0.6,1.4,0.5,
8/13/2010,2010,8,0.7,2.3,0.6,
8/14/2010,2010,8,0.7,2.3,0.6,
8/15/2010,2010,8,0.7,2.3,0.6,
8/16/2010,2010,8,0.7,2.3,0.6,
8/17/2010,2010,8,0.7,2.3,0.6,
8/18/2010,2010,8,0.7,2.3,0.6,
8/19/2010,2010,8,0.7,2.3,0.6,
8/20/2010,2010,8,0.7,2.3,0.6,
8/21/2010,2010,8,1.1,2.9,1.1,
8/22/2010,2010,8,1.1,2.9,1.1,
8/23/2010,2010,8,1.1,2.9,1.1,
8/24/2010,2010,8,1.1,2.9,1.1,
8/25/2010,2010,8,1.1,2.9,1.1,
8/26/2010,2010,8,1.1,2.9,1.1,
8/27/2010,2010,8,1.1,2.9,1.1,
8/28/2010,2010,8,1.1,2.9,1.1,
8/29/2010,2010,8,1.1,2.9,1.2,
8/30/2010,2010,8,1.1,2.9,1.2,
8/31/2010,2010,8,1.1,2.9,1.2,
9/1/2010,2010,9,1.1,2.9,1.2,
9/2/2010,2010,9,1.1,2.9,1.2,
9/3/2010,2010,9,1.1,2.9,1.2,
9/4/2010,2010,9,1.1,2.9,1.2,
9/5/2010,2010,9,1.1,2.9,1.2,
9/6/2010,2010,9,1.2,3.2,1.1,
9/7/2010,2010,9,1.2,3.2,1.1,
9/8/2010,2010,9,1.2,3.2,1.1,
9/9/2010,2010,9,1.2,3.2,1.1,
9/10/2010,2010,9,1.2,3.2,1.1,
9/11/2010,2010,9,1.2,3.2,1.1,
9/12/2010,2010,9,1.2,3.2,1.1,
9/13/2010,2010,9,1.2,3.2,1.1,
9/14/2010,2010,9,1.2,3.6,1.2,
9/15/2010,2010,9,1.2,3.6,1.2,
9/16/2010,2010,9,1.2,3.6,1.2,
9/17/2010,2010,9,1.2,3.6,1.2,
9/18/2010,2010,9,1.2,3.6,1.2,
9/19/2010,2010,9,1.2,3.6,1.2,
9/20/2010,2010,9,1.2,3.6,1.2,
9/21/2010,2010,9,1.2,3.6,1.2,
9/22/2010,2010,9,1,3.4,1.1,
9/23/2010,2010,9,1,3.4,1.1,
9/24/2010,2010,9,1,3.4,1.1,
9/25/2010,2010,9,1,3.4,1.1,
9/26/2010,2010,9,1,3.4,1.1,
9/27/2010,2010,9,1,3.4,1.1,
9/28/2010,2010,9,1,3.4,1.1,
9/29/2010,2010,9,1,3.4,1.1,
9/30/2010,2010,9,1.3,4,1.1,
10/1/2010,2010,10,1.3,4,1.1,
10/2/2010,2010,10,1.3,4,1.1,
10/3/2010,2010,10,1.3,4,1.1,
10/4/2010,2010,10,1.3,4,1.1,
10/5/2010,2010,10,1.3,4,1.1,
10/6/2010,2010,10,1.3,4,1.1,
10/7/2010,2010,10,1.3,4,1.1,
10/8/2010,2010,10,0.9,2.9,0.7,
10/9/2010,2010,10,0.9,2.9,0.7,
10/10/2010,2010,10,0.9,2.9,0.7,
10/11/2010,2010,10,0.9,2.9,0.7,
10/12/2010,2010,10,0.9,2.9,0.7,
10/13/2010,2010,10,0.9,2.9,0.7,
10/14/2010,2010,10,0.9,2.9,0.7,
10/15/2010,2010,10,0.9,2.9,0.7,
10/16/2010,2010,10,0.8,3.1,0.7,
10/17/2010,2010,10,0.8,3.1,0.7,
10/18/2010,2010,10,0.8,3.1,0.7,
10/19/2010,2010,10,0.8,3.1,0.7,
10/20/2010,2010,10,0.8,3.1,0.7,
10/21/2010,2010,10,0.8,3.1,0.7,
10/22/2010,2010,10,0.8,3.1,0.7,
10/23/2010,2010,10,0.8,3.1,0.7,
10/24/2010,2010,10,0.7,2.1,0.5,
10/25/2010,2010,10,0.7,2.1,0.5,
10/26/2010,2010,10,0.7,2.1,0.5,
10/27/2010,2010,10,0.7,2.1,0.5,
10/28/2010,2010,10,0.7,2.1,0.5,
10/29/2010,2010,10,0.7,2.1,0.5,
10/30/2010,2010,10,0.7,2.1,0.5,
10/31/2010,2010,10,0.7,2.1,0.5,
11/1/2010,2010,11,0.8,1.7,0.4,
11/2/2010,2010,11,0.8,1.7,0.4,
11/3/2010,2010,11,0.8,1.7,0.4,
11/4/2010,2010,11,0.8,1.7,0.4,
11/5/2010,2010,11,0.8,1.7,0.4,
11/6/2010,2010,11,0.8,1.7,0.4,
11/7/2010,2010,11,0.8,1.7,0.4,
11/8/2010,2010,11,0.8,1.7,0.4,
11/9/2010,2010,11,0.5,2.2,0.4,
11/10/2010,2010,11,0.5,2.2,0.4,
11/11/2010,2010,11,0.5,2.2,0.4,
11/12/2010,2010,11,0.5,2.2,0.4,
11/13/2010,2010,11,0.5,2.2,0.4,
11/14/2010,2010,11,0.5,2.2,0.4,
11/15/2010,2010,11,0.5,2.2,0.4,
11/16/2010,2010,11,0.5,2.2,0.4,
11/17/2010,2010,11,0.7,2.4,0.5,
11/18/2010,2010,11,0.7,2.4,0.5,
11/19/2010,2010,11,0.7,2.4,0.5,
11/20/2010,2010,11,0.7,2.4,0.5,
11/21/2010,2010,11,0.7,2.4,0.5,
11/22/2010,2010,11,0.7,2.4,0.5,
11/23/2010,2010,11,0.7,2.4,0.5,
11/24/2010,2010,11,0.7,2.4,0.5,
11/25/2010,2010,11,0.5,2.3,0.4,
11/26/2010,2010,11,0.5,2.3,0.4,
11/27/2010,2010,11,0.5,2.3,0.4,
11/28/2010,2010,11,0.5,2.3,0.4,
11/29/2010,2010,11,0.5,2.3,0.4,
11/30/2010,2010,11,0.5,2.3,0.4,
12/1/2010,2010,12,0.5,2.3,0.4,
12/2/2010,2010,12,0.5,2.3,0.4,
12/3/2010,2010,12,0.5,2.3,0.4,
12/4/2010,2010,12,0.5,2.3,0.4,
12/5/2010,2010,12,0.5,2.3,0.4,
12/6/2010,2010,12,0.5,2.3,0.4,
12/7/2010,2010,12,0.5,2.3,0.4,
12/8/2010,2010,12,0.5,2.3,0.4,
12/9/2010,2010,12,0.5,2.3,0.4,
12/10/2010,2010,12,0.5,2.3,0.4,
12/11/2010,2010,12,0.4,2,0.4,
12/12/2010,2010,12,0.4,2,0.4,
12/13/2010,2010,12,0.4,2,0.4,
12/14/2010,2010,12,0.4,2,0.4,
12/15/2010,2010,12,0.4,2,0.4,
12/16/2010,2010,12,0.4,2,0.4,
12/17/2010,2010,12,0.4,2,0.4,
12/18/2010,2010,12,0.4,2,0.4,
12/19/2010,2010,12,0.3,1.7,0.4,
12/20/2010,2010,12,0.3,1.7,0.4,
12/21/2010,2010,12,0.3,1.7,0.4,
12/22/2010,2010,12,0.3,1.7,0.4,
12/23/2010,2010,12,0.3,1.7,0.4,
12/24/2010,2010,12,0.3,1.7,0.4,
12/25/2010,2010,12,0.3,1.7,0.4,
12/26/2010,2010,12,0.3,1.7,0.4,
12/27/2010,2010,12,0.4,1.7,0.64,
12/28/2010,2010,12,0.4,1.7,0.64,
12/29/2010,2010,12,0.4,1.7,0.64,
12/30/2010,2010,12,0.4,1.7,0.64,
12/31/2010,2010,12,0.4,1.7,0.64,
1/1/2011,2011,1,0.5,2,0.4,
1/2/2011,2011,1,0.5,2,0.4,
1/3/2011,2011,1,0.5,2,0.4,
1/4/2011,2011,1,0.5,2,0.4,
1/5/2011,2011,1,0.5,2,0.4,
1/6/2011,2011,1,0.5,2,0.4,
1/7/2011,2011,1,0.5,2,0.4,
1/8/2011,2011,1,0.5,2,0.4,
1/9/2011,2011,1,0.3,1.6,0.3,
1/10/2011,2011,1,0.3,1.6,0.3,
1/11/2011,2011,1,0.3,1.6,0.3,
1/12/2011,2011,1,0.3,1.6,0.3,
1/13/2011,2011,1,0.3,1.6,0.3,
1/14/2011,2011,1,0.3,1.6,0.3,
1/15/2011,2011,1,0.3,1.6,0.3,
1/16/2011,2011,1,0.3,1.6,0.3,
1/17/2011,2011,1,0.3,1.5,0.3,
1/18/2011,2011,1,0.3,1.5,0.3,
1/19/2011,2011,1,0.3,1.5,0.3,
1/20/2011,2011,1,0.3,1.5,0.3,
1/21/2011,2011,1,0.3,1.5,0.3,
1/22/2011,2011,1,0.3,1.5,0.3,
1/23/2011,2011,1,0.3,1.5,0.3,
1/24/2011,2011,1,0.3,1.5,0.3,
1/25/2011,2011,1,0.3,1.4,0.3,
1/26/2011,2011,1,0.3,1.4,0.3,
1/27/2011,2011,1,0.3,1.4,0.3,
1/28/2011,2011,1,0.3,1.4,0.3,
1/29/2011,2011,1,0.3,1.4,0.3,
1/30/2011,2011,1,0.3,1.4,0.3,
1/31/2011,2011,1,0.3,1.4,0.3,
2/1/2011,2011,2,0.3,1.4,0.3,
2/2/2011,2011,2,0.3,1.2,0.3,
2/3/2011,2011,2,0.3,1.2,0.3,
2/4/2011,2011,2,0.3,1.2,0.3,
2/5/2011,2011,2,0.3,1.2,0.3,
2/6/2011,2011,2,0.3,1.2,0.3,
2/7/2011,2011,2,0.3,1.2,0.3,
2/8/2011,2011,2,0.3,1.2,0.3,
2/9/2011,2011,2,0.3,1.2,0.3,
2/10/2011,2011,2,0.5,1.5,0.3,
2/11/2011,2011,2,0.5,1.5,0.3,
2/12/2011,2011,2,0.5,1.5,0.3,
2/13/2011,2011,2,0.5,1.5,0.3,
2/14/2011,2011,2,0.5,1.5,0.3,
2/15/2011,2011,2,0.5,1.5,0.3,
2/16/2011,2011,2,0.5,1.5,0.3,
2/17/2011,2011,2,0.5,1.5,0.3,
2/18/2011,2011,2,0.4,1.8,0.3,
2/19/2011,2011,2,0.4,1.8,0.3,
2/20/2011,2011,2,0.4,1.8,0.3,
2/21/2011,2011,2,0.4,1.8,0.3,
2/22/2011,2011,2,0.4,1.8,0.3,
2/23/2011,2011,2,0.4,1.8,0.3,
2/24/2011,2011,2,0.4,1.8,0.3,
2/25/2011,2011,2,0.4,1.8,0.3,
2/26/2011,2011,2,0.3,1.4,0.3,
2/27/2011,2011,2,0.3,1.4,0.3,
2/28/2011,2011,2,0.3,1.4,0.3,
3/1/2011,2011,3,0.3,1.4,0.3,
3/2/2011,2011,3,0.3,1.4,0.3,
3/3/2011,2011,3,0.3,1.4,0.3,
3/4/2011,2011,3,0.3,1.4,0.3,
3/5/2011,2011,3,0.3,1.4,0.3,
3/6/2011,2011,3,0.4,1.7,0.3,
3/7/2011,2011,3,0.4,1.7,0.3,
3/8/2011,2011,3,0.4,1.7,0.3,
3/9/2011,2011,3,0.4,1.7,0.3,
3/10/2011,2011,3,0.4,1.7,0.3,
3/11/2011,2011,3,0.4,1.7,0.3,
3/12/2011,2011,3,0.4,1.7,0.3,
3/13/2011,2011,3,0.4,1.7,0.3,
3/14/2011,2011,3,0.2,1,0.3,
3/15/2011,2011,3,0.2,1,0.3,
3/16/2011,2011,3,0.2,1,0.3,
3/17/2011,2011,3,0.2,1,0.3,
3/18/2011,2011,3,0.2,1,0.3,
3/19/2011,2011,3,0.2,1,0.3,
3/20/2011,2011,3,0.2,1,0.3,
3/21/2011,2011,3,0.2,1,0.3,
3/22/2011,2011,3,0.2,1.1,0.3,
3/23/2011,2011,3,0.2,1.1,0.3,
3/24/2011,2011,3,0.2,1.1,0.3,
3/25/2011,2011,3,0.2,1.1,0.3,
3/26/2011,2011,3,0.2,1.1,0.3,
3/27/2011,2011,3,0.2,1.1,0.3,
3/28/2011,2011,3,0.2,1.1,0.3,
3/29/2011,2011,3,0.2,1.1,0.3,
3/30/2011,2011,3,0.1,0.8,0.3,
3/31/2011,2011,3,0.1,0.8,0.3,
4/1/2011,2011,4,0.1,0.8,0.3,
4/2/2011,2011,4,0.1,0.8,0.3,
4/3/2011,2011,4,0.1,0.8,0.3,
4/4/2011,2011,4,0.1,0.8,0.3,
4/5/2011,2011,4,0.1,0.8,0.3,
4/6/2011,2011,4,0.1,0.8,0.3,
4/7/2011,2011,4,0.4,0.9,0.3,
4/8/2011,2011,4,0.4,0.9,0.3,
4/9/2011,2011,4,0.4,0.9,0.3,
4/10/2011,2011,4,0.4,0.9,0.3,
4/11/2011,2011,4,0.4,0.9,0.3,
4/12/2011,2011,4,0.4,0.9,0.3,
4/13/2011,2011,4,0.4,0.9,0.3,
4/14/2011,2011,4,0.4,0.9,0.3,
4/15/2011,2011,4,0.3,0.7,0.2,
4/16/2011,2011,4,0.3,0.7,0.2,
4/17/2011,2011,4,0.3,0.7,0.2,
4/18/2011,2011,4,0.3,0.7,0.2,
4/19/2011,2011,4,0.3,0.7,0.2,
4/20/2011,2011,4,0.3,0.7,0.2,
4/21/2011,2011,4,0.3,0.7,0.2,
4/22/2011,2011,4,0.3,0.7,0.2,
4/23/2011,2011,4,0.2,0.6,0.2,
4/24/2011,2011,4,0.2,0.6,0.2,
4/25/2011,2011,4,0.2,0.6,0.2,
4/26/2011,2011,4,0.2,0.6,0.2,
4/27/2011,2011,4,0.2,0.6,0.2,
4/28/2011,2011,4,0.2,0.6,0.2,
4/29/2011,2011,4,0.2,0.6,0.2,
4/30/2011,2011,4,0.2,0.6,0.2,
5/1/2011,2011,5,0.1,0.6,0.2,
5/2/2011,2011,5,0.1,0.6,0.2,
5/3/2011,2011,5,0.1,0.6,0.2,
5/4/2011,2011,5,0.1,0.6,0.2,
5/5/2011,2011,5,0.1,0.6,0.2,
5/6/2011,2011,5,0.1,0.6,0.2,
5/7/2011,2011,5,0.1,0.6,0.2,
5/8/2011,2011,5,0.1,0.6,0.2,
5/9/2011,2011,5,0.1,0.4,0.3,
5/10/2011,2011,5,0.1,0.4,0.3,
5/11/2011,2011,5,0.1,0.4,0.3,
5/12/2011,2011,5,0.1,0.4,0.3,
5/13/2011,2011,5,0.1,0.4,0.3,
5/14/2011,2011,5,0.1,0.4,0.3,
5/15/2011,2011,5,0.1,0.4,0.3,
5/16/2011,2011,5,0.1,0.4,0.3,
5/17/2011,2011,5,0.4,0.4,0.1,
5/18/2011,2011,5,0.4,0.4,0.1,
5/19/2011,2011,5,0.4,0.4,0.1,
5/20/2011,2011,5,0.4,0.4,0.1,
5/21/2011,2011,5,0.4,0.4,0.1,
5/22/2011,2011,5,0.4,0.4,0.1,
5/23/2011,2011,5,0.4,0.4,0.1,
5/24/2011,2011,5,0.4,0.4,0.1,
5/25/2011,2011,5,0,0.3,0.1,
5/26/2011,2011,5,0,0.3,0.1,
5/27/2011,2011,5,0,0.3,0.1,
5/28/2011,2011,5,0,0.3,0.1,
5/29/2011,2011,5,0,0.3,0.1,
5/30/2011,2011,5,0,0.3,0.1,
5/31/2011,2011,5,0,0.3,0.1,
6/1/2011,2011,6,0,0.3,0.1,
6/2/2011,2011,6,0.4,0.3,0.2,
6/3/2011,2011,6,0.4,0.3,0.2,
6/4/2011,2011,6,0.4,0.3,0.2,
6/5/2011,2011,6,0.4,0.3,0.2,
6/6/2011,2011,6,0.4,0.3,0.2,
6/7/2011,2011,6,0.4,0.3,0.2,
6/8/2011,2011,6,0.4,0.3,0.2,
6/9/2011,2011,6,0.4,0.3,0.2,
6/10/2011,2011,6,0.2,0.4,0.1,
6/11/2011,2011,6,0.2,0.4,0.1,
6/12/2011,2011,6,0.2,0.4,0.1,
6/13/2011,2011,6,0.2,0.4,0.1,
6/14/2011,2011,6,0.2,0.4,0.1,
6/15/2011,2011,6,0.2,0.4,0.1,
6/16/2011,2011,6,0.2,0.4,0.1,
6/17/2011,2011,6,0.2,0.4,0.1,
6/18/2011,2011,6,0.7,0.2,0.1,
6/19/2011,2011,6,0.7,0.2,0.1,
6/20/2011,2011,6,0.7,0.2,0.1,
6/21/2011,2011,6,0.7,0.2,0.1,
6/22/2011,2011,6,0.7,0.2,0.1,
6/23/2011,2011,6,0.7,0.2,0.1,
6/24/2011,2011,6,0.7,0.2,0.1,
6/25/2011,2011,6,0.7,0.2,0.1,
6/26/2011,2011,6,0.3,0.3,0.1,
6/27/2011,2011,6,0.3,0.3,0.1,
6/28/2011,2011,6,0.3,0.3,0.1,
6/29/2011,2011,6,0.3,0.3,0.1,
6/30/2011,2011,6,0.3,0.3,0.1,
7/1/2011,2011,7,0.3,0.3,0.1,
7/2/2011,2011,7,0.3,0.3,0.1,
7/3/2011,2011,7,0.3,0.3,0.1,
7/4/2011,2011,7,0.5,0.5,0.2,
7/5/2011,2011,7,0.5,0.5,0.2,
7/6/2011,2011,7,0.5,0.5,0.2,
7/7/2011,2011,7,0.5,0.5,0.2,
7/8/2011,2011,7,0.5,0.5,0.2,
7/9/2011,2011,7,0.5,0.5,0.2,
7/10/2011,2011,7,0.5,0.5,0.2,
7/11/2011,2011,7,0.5,0.5,0.2,
7/12/2011,2011,7,0.6,0.5,0.2,
7/13/2011,2011,7,0.6,0.5,0.2,
7/14/2011,2011,7,0.6,0.5,0.2,
7/15/2011,2011,7,0.6,0.5,0.2,
7/16/2011,2011,7,0.6,0.5,0.2,
7/17/2011,2011,7,0.6,0.5,0.2,
7/18/2011,2011,7,0.6,0.5,0.2,
7/19/2011,2011,7,0.6,0.5,0.2,
7/20/2011,2011,7,0.3,0.5,0.1,
7/21/2011,2011,7,0.3,0.5,0.1,
7/22/2011,2011,7,0.3,0.5,0.1,
7/23/2011,2011,7,0.3,0.5,0.1,
7/24/2011,2011,7,0.3,0.5,0.1,
7/25/2011,2011,7,0.3,0.5,0.1,
7/26/2011,2011,7,0.3,0.5,0.1,
7/27/2011,2011,7,0.3,0.5,0.1,
7/28/2011,2011,7,0.8,0.3,0.2,
7/29/2011,2011,7,0.8,0.3,0.2,
7/30/2011,2011,7,0.8,0.3,0.2,
7/31/2011,2011,7,0.8,0.3,0.2,
8/1/2011,2011,8,0.8,0.3,0.2,
8/2/2011,2011,8,0.8,0.3,0.2,
8/3/2011,2011,8,0.8,0.3,0.2,
8/4/2011,2011,8,0.8,0.3,0.2,
8/5/2011,2011,8,0.7,1.1,0.3,
8/6/2011,2011,8,0.7,1.1,0.3,
8/7/2011,2011,8,0.7,1.1,0.3,
8/8/2011,2011,8,0.7,1.1,0.3,
8/9/2011,2011,8,0.7,1.1,0.3,
8/10/2011,2011,8,0.7,1.1,0.3,
8/11/2011,2011,8,0.7,1.1,0.3,
8/12/2011,2011,8,0.7,1.1,0.3,
8/13/2011,2011,8,0.7,1,0.6,
8/14/2011,2011,8,0.7,1,0.6,
8/15/2011,2011,8,0.7,1,0.6,
8/16/2011,2011,8,0.7,1,0.6,
8/17/2011,2011,8,0.7,1,0.6,
8/18/2011,2011,8,0.7,1,0.6,
8/19/2011,2011,8,0.7,1,0.6,
8/20/2011,2011,8,0.7,1,0.6,
8/21/2011,2011,8,0.7,1.8,0.6,
8/22/2011,2011,8,0.7,1.8,0.6,
8/23/2011,2011,8,0.7,1.8,0.6,
8/24/2011,2011,8,0.7,1.8,0.6,
8/25/2011,2011,8,0.7,1.8,0.6,
8/26/2011,2011,8,0.7,1.8,0.6,
8/27/2011,2011,8,0.7,1.8,0.6,
8/28/2011,2011,8,0.7,1.8,0.6,
8/29/2011,2011,8,0.9,2.5,1,
8/30/2011,2011,8,0.9,2.5,1,
8/31/2011,2011,8,0.9,2.5,1,
9/1/2011,2011,9,0.9,2.5,1,
9/2/2011,2011,9,0.9,2.5,1,
9/3/2011,2011,9,0.9,2.5,1,
9/4/2011,2011,9,0.9,2.5,1,
9/5/2011,2011,9,0.9,2.5,1,
9/6/2011,2011,9,1.3,3.4,1.2,
9/7/2011,2011,9,1.3,3.4,1.2,
9/8/2011,2011,9,1.3,3.4,1.2,
9/9/2011,2011,9,1.3,3.4,1.2,
9/10/2011,2011,9,1.3,3.4,1.2,
9/11/2011,2011,9,1.3,3.4,1.2,
9/12/2011,2011,9,1.3,3.4,1.2,
9/13/2011,2011,9,1.3,3.4,1.2,
9/14/2011,2011,9,0.9,3,1.2,
9/15/2011,2011,9,0.9,3,1.2,
9/16/2011,2011,9,0.9,3,1.2,
9/17/2011,2011,9,0.9,3,1.2,
9/18/2011,2011,9,0.9,3,1.2,
9/19/2011,2011,9,0.9,3,1.2,
9/20/2011,2011,9,0.9,3,1.2,
9/21/2011,2011,9,0.9,3,1.2,
9/22/2011,2011,9,0.9,2.6,1,
9/23/2011,2011,9,0.9,2.6,1,
9/24/2011,2011,9,0.9,2.6,1,
9/25/2011,2011,9,0.9,2.6,1,
9/26/2011,2011,9,0.9,2.6,1,
9/27/2011,2011,9,0.9,2.6,1,
9/28/2011,2011,9,0.9,2.6,1,
9/29/2011,2011,9,0.9,2.6,1,
9/30/2011,2011,9,0.9,3.1,0.7,
10/1/2011,2011,10,0.9,3.1,0.7,
10/2/2011,2011,10,0.9,3.1,0.7,
10/3/2011,2011,10,0.9,3.1,0.7,
10/4/2011,2011,10,0.9,3.1,0.7,
10/5/2011,2011,10,0.9,3.1,0.7,
10/6/2011,2011,10,0.9,3.1,0.7,
10/7/2011,2011,10,0.9,3.1,0.7,
10/8/2011,2011,10,0.8,2.3,0.6,
10/9/2011,2011,10,0.8,2.3,0.6,
10/10/2011,2011,10,0.8,2.3,0.6,
10/11/2011,2011,10,0.8,2.3,0.6,
10/12/2011,2011,10,0.8,2.3,0.6,
10/13/2011,2011,10,0.8,2.3,0.6,
10/14/2011,2011,10,0.8,2.3,0.6,
10/15/2011,2011,10,0.8,2.3,0.6,
10/16/2011,2011,10,0.6,2.2,0.5,
